City,Industry,Average_Salary
Stl,"Utilities & Telecommunications",110000.0000
Stockholm,Administration,63300.0000
Stockholm,Computing/Tech,57000.0000
Stockholm,"Government and Public Administration",59000.0000
Stockholm,"Utilities & Telecommunications",46000.0000
"Stoke ",Veterinary,42000.0000
"Stoke on Trent","Media & Digital",24000.0000
Stone,"Hospitality & Events",18532.0000
"Stone Mountain","Business or Consulting",45000.0000
Storrs,Computing/Tech,73000.0000
Storrs,"Education (Higher Education)",74000.0000
Stoughton,"Property or Construction",70119.0000
Stowe,"Hospitality & Events",55500.0000
"Strasbourg ",Computing/Tech,37500.0000
Stratford,"Agriculture or Forestry",100000.0000
Stratford,"Art & Design",75000.0000
Stratford,"Engineering or Manufacturing",127584.5000
"Stratford upon Avon","Hospitality & Events",26000.0000
"Stratford Upon Avon ","Marketing, Advertising & PR",23000.0000
Stratham,Computing/Tech,64000.0000
Streamwood,"Education (Primary/Secondary)",30000.0000
Stroudsburg,Library,18720.0000
Sturbridge,Nonprofits,54000.0000
Sturtevant,Manufacturing,67000.0000
Stuttgart,Computing/Tech,66000.0000
"Stuttgart ","Engineering or Manufacturing",85000.0000
"Suburb of Chicago","Government and Public Administration",83500.0000
"Suburb of Indianapolis","Public Library",57000.0000
"Suburb of Philadelphia","Accounting, Banking & Finance",57400.0000
"Suburban Chicago","Government and Public Administration",57000.0000
"Suburban Chicago","Transport or Logistics",53000.0000
"Suburban Deteoit ",Nonprofits,57.0000
"Suburban NYC Metro Area",Nonprofits,52000.0000
"Suburban School District","Education (Primary/Secondary)",64000.0000
Suburbs,"Media & Digital",148750.0000
"Suburbs Chicago","Funeral Service",54000.0000
"Suburbs Chicago","Marketing, Advertising & PR",142000.0000
"Suburbs Philadelphia",Nonprofits,33000.0000
"Suburbs Philadelphia ","Education (Primary/Secondary)",62000.0000
"Suburbs Philadelphia ","Social Work",90000.0000
Sudbury,"Government and Public Administration",90000.0000
Sudbury,Nonprofits,48000.0000
Suffolk,"Government and Public Administration",55000.0000
Suffolk,"Health care",37440.0000
"Suffolk ","Engineering or Manufacturing",36000.0000
"Sugar land","Education (Primary/Secondary)",120000.0000
Suitland,Computing/Tech,100000.0000
Suitland,"Government and Public Administration",111009.3333
Suitland,Museum,52000.0000
"Suitland ","Government and Public Administration",114059.0000
"Suitland ",Intelligence,110000.0000
"Summerville ",Automotive,31200.0000
Summit,"Business or Consulting",113500.0000
Sumnyvale,Computing/Tech,128000.0000
Sumter,"Education (Higher Education)",47752.0000
"Sun Prairie","Accounting, Banking & Finance",33800.0000
"Sun Valley","Education (Primary/Secondary)",56000.0000
"Sunderland ","Accounting, Banking & Finance",29500.0000
"Sunderland ","Health care",18512.0000
Sunnyvale,"Accounting, Banking & Finance",125000.0000
Sunnyvale,Computing/Tech,113370.0000
Sunnyvale,"Engineering or Manufacturing",156000.0000
Sunnyvale,"Health care",128333.3333
"Sunnyvale ","Engineering or Manufacturing",136000.0000
"Sunnyvale ",Music,100000.0000
Sunrise,Law,72300.0000
Sunrise,"Utilities & Telecommunications",65000.0000
"Sunshine Coast","Health care",120000.0000
Superior,"Oil and Gas",83200.0000
Surrey,"Accounting, Banking & Finance",62000.0000
Surrey,"Art & Design",20000.0000
Surrey,Computing/Tech,77000.0000
Surrey,"Education (Primary/Secondary)",19000.0000
Surrey,"Engineering or Manufacturing",55000.0000
Surrey,"Government and Public Administration",60174.5000
Surrey,"Health care",37500.0000
Surrey,"Leisure, Sport & Tourism",28000.0000
Sussex,"Accounting, Banking & Finance",33000.0000
Sussex,Law,50000.0000
"Sutherlin ","Engineering or Manufacturing",51200.0000
Suwanee,"Media & Digital",53000.0000
"Suwanee ","Education (Primary/Secondary)",75000.0000
"Suwanee ","Marketing, Advertising & PR",60000.0000
"SW MO","Agriculture or Forestry",31075.0000
Swampscott,"Government and Public Administration",120000.0000
Swansea,"Business or Consulting",72000.0000
Swansea,"Government and Public Administration",21500.0000
"Swansea ","Leisure, Sport & Tourism",44500.0000
"Sweet Springs",Sales,41700.0000
"Swift Current","Marketing, Advertising & PR",91000.0000
"Swift Current",Pharmaceutical,60320.0000
"Swift Current ","Engineering or Manufacturing",28333.0000
Swindon,Computing/Tech,38000.0000
Swindon,"Government and Public Administration",43000.0000
Swindon,"Transport or Logistics",30000.0000
Sydney,"Accounting, Banking & Finance",102666.6667
Sydney,"Art & Design",58000.0000
Sydney,"Business or Consulting",160000.0000
Sydney,Computing/Tech,126400.0000
Sydney,"Education (Higher Education)",120434.4444
Sydney,"Education (Primary/Secondary)",91750.0000
Sydney,"Engineering or Manufacturing",98750.0000
Sydney,"Funeral Service",87000.0000
Sydney,"Government and Public Administration",93981.5000
Sydney,"Health care",128682.5000
Sydney,"Hospitality & Events",102300.0000
Sydney,Insurance,108000.0000
Sydney,Internet,145000.0000
Sydney,"Leisure, Sport & Tourism",90000.0000
Sydney,Library,104000.0000
Sydney,"Marketing, Advertising & PR",130000.0000
Sydney,"Media & Digital",84333.3333
Sydney,Nonprofits,77183.3333
Sydney,"Property or Construction",72088.0000
Sydney,Recruitment,110000.0000
Sydney,Research,120000.0000
Sydney,Retail,61500.0000
Sydney,"Social Work",72000.0000
Sydney,"Staffing agency",123000.0000
Sydney,Unknown,103000.0000
Sydney,Wholesale,60000.0000
"Sydney ","Accounting, Banking & Finance",114000.0000
"Sydney ","Art & Design",90000.0000
"Sydney ","Business or Consulting",140000.0000
"Sydney ",Computing/Tech,106000.0000
"Sydney ","Education (Higher Education)",101000.0000
"Sydney ","Government and Public Administration",113576.0000
"Sydney ",Law,162800.0000
"Sydney ","Library ",91000.0000
"Sydney ",Nonprofits,102500.0000
Syracuse,"Business or Consulting",67000.0000
Syracuse,Computing/Tech,120000.0000
Syracuse,"Education (Higher Education)",55850.0000
Syracuse,"Education (Primary/Secondary)",63500.0000
Syracuse,"Engineering or Manufacturing",98075.0000
Syracuse,"Government and Public Administration",135000.0000
Syracuse,"Health care",92000.0000
Syracuse,Insurance,48000.0000
Syracuse,"Marketing, Advertising & PR",56000.0000
Syracuse,Nonprofits,60659.8182
Syracuse,"Property or Construction",40125.5000
Syracuse,Retail,49920.0000
"Syracuse ",Retail,85000.0000
Tacoma,"Accounting, Banking & Finance",51842.3333
Tacoma,"Clean energy",50000.0000
Tacoma,Computing/Tech,79000.0000
Tacoma,"Education (Higher Education)",69066.6667
Tacoma,"Education (Primary/Secondary)",107500.0000
Tacoma,"Engineering or Manufacturing",78440.0000
Tacoma,"Government and Public Administration",60601.2500
Tacoma,"Health care",85175.0000
Tacoma,"Hospitality & Events",100000.0000
Tacoma,"Human Resources",33280.0000
Tacoma,Insurance,62000.0000
Tacoma,Law,130000.0000
Tacoma,Library,37000.0000
Tacoma,"Marketing, Advertising & PR",55000.0000
Tacoma,Museum,75544.0000
Tacoma,Nonprofits,46000.0000
Tacoma,"Pet care",43800.0000
Tacoma,"Property or Construction",52000.0000
Tacoma,Sales,60000.0000
Tacoma,"Social Work",41500.0000
"Tacoma ","Accounting, Banking & Finance",58000.0000
"Tacoma ","Engineering or Manufacturing",82000.0000
"Tahoe City","Government and Public Administration",81000.0000
Taipei,Nonprofits,1641.0000
"Takoma Park",Nonprofits,111000.0000
Tallahassee,Computing/Tech,131200.0000
Tallahassee,"Education (Higher Education)",45455.0000
Tallahassee,"Engineering or Manufacturing",82000.0000
Tallahassee,Food,18720.0000
Tallahassee,"Government and Public Administration",63985.3333
Tallahassee,"Health care",52750.0000
Tallahassee,Law,93500.0000
Tallahassee,Library,38000.0000
Tallahassee,Nonprofits,40000.0000
Tallahassee,Recruitment,62500.0000
"Tallahassee ","Health care",55000.0000
Tallinn,"Accounting, Banking & Finance",27960.0000
Tallinn,"Education (Higher Education)",26400.0000
Tallmadge,"Utilities & Telecommunications",38563.0000
Tampa,"Accounting, Banking & Finance",100063.6364
Tampa,"Art & Design",50000.0000
Tampa,"Business or Consulting",112000.0000
Tampa,Computing/Tech,111290.4000
Tampa,"Education (Higher Education)",53750.0000
Tampa,"Education (Primary/Secondary)",49250.0000
Tampa,"Engineering or Manufacturing",94900.0000
Tampa,Environmental,43000.0000
Tampa,"Government and Public Administration",56253.0000
Tampa,"Health care",75250.0000
Tampa,"Hospitality & Events",61000.0000
Tampa,Insurance,99500.0000
Tampa,Law,105862.5000
Tampa,"Leisure, Sport & Tourism",54000.0000
Tampa,"Marketing, Advertising & PR",100000.0000
Tampa,"Media & Digital",75000.0000
Tampa,Nonprofits,55309.0000
Tampa,Pharmaceutical,91200.0000
Tampa,"Property or Construction",58933.3333
Tampa,"Real Estate",135000.0000
Tampa,Recruitment,86250.0000
Tampa,Retail,33280.0000
Tampa,Sales,48000.0000
Tampa,"Social Work",49000.0000
Tampa,"Transport or Logistics",68000.0000
Tampa,"Utilities & Telecommunications",60000.0000
"Tampa Bay",Computing/Tech,75000.0000
"Tampa Bay","Education (Primary/Secondary)",57000.0000
"Tampa Bay ","Business or Consulting",45000.0000
Tampere,"Education (Primary/Secondary)",19200.0000
Tarrytown,Biotech,130000.0000
Tarrytown,Computing/Tech,60700.0000
Tarrytown,"Diagnostic Medical Devices",68000.0000
"Tarrytown ",Law,120000.0000
Taunton,"Supply Chain",150000.0000
Tawau,"Health care",48000.0000
Taylorsville,"Education (Higher Education)",50000.0000
Tehachapi,"Government and Public Administration",84960.0000
"Tel Aviv",Computing/Tech,93500.0000
"Tel Aviv","Health care",95000.0000
Telford,"Accounting, Banking & Finance",40000.0000
"Tell city","Accounting, Banking & Finance",35000.0000
Temecula,Computing/Tech,39000.0000
Tempe,"Accounting, Banking & Finance",65500.0000
Tempe,Computing/Tech,50000.0000
Tempe,"Education (Higher Education)",72833.3333
Tempe,"Education (Primary/Secondary)",53000.0000
Tempe,"Engineering or Manufacturing",65000.0000
Tempe,"Health care",45000.0000
Tempe,"Property or Construction",97500.0000
Tempe,Retail,75000.0000
Tempe,"Transport or Logistics",41000.0000
"Tempe ","Property or Construction",60000.0000
Temperance,"Education (Primary/Secondary)",34000.0000
"Tennant Creek","Government and Public Administration",62400.0000
Tennessee,"Accounting, Banking & Finance",80000.0000
Teramo,Academic,16000.0000
"Terre Haute","Education (Higher Education)",35500.0000
"Terre Haute","Engineering or Manufacturing",133000.0000
"Terre Haute","Health care",93000.0000
"Terre Haute",Nonprofits,19500.0000
"Terre Haute","Public Library",43000.0000
Terrell,Food,35400.0000
Tewksbury,Computing/Tech,85000.0000
Texarkana,"Health care",130000.0000
Texas,Law,50000.0000
"Texas City ",Recruitment,68473.0000
Thame,"Accounting, Banking & Finance",28000.0000
Thayne,"Education (Primary/Secondary)",31408.0000
"The Dalles","Health care",52000.0000
"The Hague","Accounting, Banking & Finance",69000.0000
"The Hague",Computing/Tech,56400.0000
"The Hague","Education (Higher Education)",60000.0000
"The Hague","Government and Public Administration",90000.0000
"The Hague","Transport or Logistics",60000.0000
"The Pas Manitoba","Education (Higher Education)",84000.0000
"The Woodlands",Computing/Tech,72100.0000
"The Woodlands","Education (Higher Education)",60800.0000
Thessaloniki,"Engineering or Manufacturing",22400.0000
"Thessaloniki ",Law,45000.0000
"Thetford Center",Computing/Tech,91250.0000
Thornton,Computing/Tech,74880.0000
Thorofare,"Media & Digital",43000.0000
"Thousand Oaks","Animal Caretaker",72800.0000
"Thousand Oaks","Education (Primary/Secondary)",48000.0000
"Thousand Oaks","Engineering or Manufacturing",135504.0000
"Thousand Oaks","Government and Public Administration",49377.0000
"Thousand oaks",Law,120000.0000
"Three Rivers","Engineering or Manufacturing",80000.0000
"Thunder Bay","Education (Higher Education)",93500.0000
"Thunder Bay","Government and Public Administration",62400.0000
Tifton,"Government and Public Administration",70000.0000
Tifton,"Health care",46275.0000
Tigard,"Marketing, Advertising & PR",75000.0000
Tigard,Nonprofits,90000.0000
Tigard,Retail,27289.0000
Tilton,"Education (Primary/Secondary)",94000.0000
Timaru,"Engineering or Manufacturing",51000.0000
"Tinley Park","Education (Higher Education)",88000.0000
Tins,Insurance,39000.0000
"Tinton Falls",Law,87500.0000
"Tishomingo ","Government and Public Administration",55214.0000
Titusville,"Government and Public Administration",98000.0000
Titusville,Pharmaceutical,124000.0000
Tiverton,"Marketing, Advertising & PR",120000.0000
Toeka,"Transport or Logistics",104917.0000
Tokyo,Computing/Tech,135000.0000
Tokyo,"Leisure, Sport & Tourism",27500.0000
Tokyo,"Marketing, Advertising & PR",120000.0000
Toledo,"Accounting, Banking & Finance",39000.0000
Toledo,"Agriculture or Forestry",34000.0000
Toledo,"Business or Consulting",39500.0000
Toledo,Computing/Tech,76333.3333
Toledo,"Education (Higher Education)",32030.0000
Toledo,"Engineering or Manufacturing",65000.0000
Toledo,Entertainment,41361.5000
Toledo,"Health care",61000.0000
toledo,Law,90500.0000
Toledo,Nonprofits,112000.0000
Toledo,Recruitment,50000.0000
"Toledo ","Education (Higher Education)",66300.0000
Topeka,Computing/Tech,96000.0000
Topeka,"Education (Higher Education)",44500.0000
Topeka,"Government and Public Administration",38520.6667
Topeka,"Marketing, Advertising & PR",47685.0000
Topeka,"Utilities & Telecommunications",71000.0000
"Topeka ","Agriculture or Forestry",43000.0000
"Topeka ","Government and Public Administration",55000.0000
"Topeka ",Library,42000.0000
Torino,Research,30000.0000
"Torino ","Marketing, Advertising & PR",52000.0000
Toronto,"Accounting, Banking & Finance",85865.1786
Toronto,"Agriculture or Forestry",60000.0000
Toronto,Animation,79000.0000
Toronto,"Art & Design",59275.0909
Toronto,Biotech,105650.0000
Toronto,"Business or Consulting",93452.5000
Toronto,"Clinical Research",110000.0000
Toronto,Computing/Tech,97136.3099
Toronto,"Consumer Goods",87333.3333
toronto,"Cultural Heritage",40000.0000
Toronto,"Education (Higher Education)",77293.9524
Toronto,"Education (Other)",72135.0000
Toronto,"Education (Primary/Secondary)",81786.6000
Toronto,Engineering,127000.0000
Toronto,"Engineering or Manufacturing",88290.4762
Toronto,Entertainment,113000.0000
Toronto,Environmental,45000.0000
Toronto,Faith/spirituality,72000.0000
Toronto,Finance,109000.0000
Toronto,"Food Manufacturing",80000.0000
Toronto,"Government and Public Administration",88185.5152
Toronto,"Government Relations",130000.0000
Toronto,"Health care",78476.5926
Toronto,Heritage,37500.0000
Toronto,"Hospitality & Events",66056.0000
Toronto,Insurance,58461.1250
Toronto,"Intern ",40000.0000
Toronto,Labour,62000.0000
Toronto,Law,75845.7143
Toronto,"Law Enforcement & Security",87500.0000
Toronto,"Leisure, Sport & Tourism",71500.0000
Toronto,Library,75000.0000
Toronto,Manufacturing,80000.0000
Toronto,"Marketing, Advertising & PR",79793.9394
Toronto,"Media & Digital",71282.1818
Toronto,Medical,93000.0000
Toronto,Nonprofits,64819.5625
Toronto,"Payment Processing",73185.0000
Toronto,Pharmaceutical,110000.0000
Toronto,"Property or Construction",75842.2222
Toronto,"Public Library",77748.0000
Toronto,Publishing,50106.6667
Toronto,"Real Estate",45000.0000
Toronto,Recruitment,85250.0000
Toronto,Research,77359.0000
Toronto,Retail,79275.0000
Toronto,Sales,58790.0000
toronto,Service,80000.0000
Toronto,"Social Work",45045.5000
Toronto,Soldier,90000.0000
Toronto,Space,75000.0000
Toronto,Telecommunication,79000.0000
Toronto,"Transport or Logistics",120000.0000
Toronto,Unknown,96000.0000
Toronto,"Utilities & Telecommunications",87807.1429
"Toronto ","Art & Design",68500.0000
"Toronto ",Computing/Tech,109000.0000
"Toronto ","Engineering or Manufacturing",170000.0000
"Toronto ","Government and Public Administration",67500.0000
"Toronto ",Insurance,94000.0000
"Toronto ",Law,125333.3333
"Toronto ",Manufacturing,64000.0000
"Toronto ","Marketing, Advertising & PR",72000.0000
"Toronto ","Media & Digital",120000.0000
"Toronto ",Nonprofits,42000.0000
"Toronto ","Property or Construction",69100.0000
"Toronto ","Utilities & Telecommunications",24485.0000
Torquay,Retail,21247.0000
Torrance,"Education (Higher Education)",50000.0000
Torrance,"Engineering or Manufacturing",120000.0000
Torrance,"Marketing, Advertising & PR",52000.0000
Torrance,Sales,80000.0000
"Torre pacheco","Agriculture or Forestry",23400.0000
Torrington,"Government and Public Administration",45000.0000
"Torrington ","Engineering or Manufacturing",77000.0000
Toulouse,Computing/Tech,45000.0000
Townsville,"Education (Primary/Secondary)",73629.0000
Townsville,Retail,43000.0000
Towson,"Education (Higher Education)",67000.0000
Towson,"Education (Primary/Secondary)",58560.0000
Towson,"Health care",65333.3333
Towson,Library,71734.0000
Tracy,"Accounting, Banking & Finance",96000.0000
Tracy,"Education (Primary/Secondary)",75000.0000
"Traverse City","Education (Primary/Secondary)",26000.0000
"Traverse City","Food Manufacturing",62000.0000
"Traverse City","Health care",42182.0000
"Traverse City",Insurance,39300.0000
"Traverse City","Social Work",80000.0000
Trenton,"Education (Higher Education)",53000.0000
Trenton,"Engineering or Manufacturing",63750.0000
Trenton,"Government and Public Administration",103250.0000
Trenton,"Health care",86000.0000
Trenton,Law,79000.0000
Trenton,"Marketing, Advertising & PR",50000.0000
Trenton,"Media & Digital",70500.0000
Triangle,"Education (Higher Education)",59000.0000
Triangle,Pharmaceutical,124000.0000
Trinidad,"Education (Higher Education)",41200.0000
Trondheim,"Engineering or Manufacturing",61000.0000
Troy,"Accounting, Banking & Finance",60378.5000
Troy,Computing/Tech,66750.0000
Troy,"Engineering or Manufacturing",110500.0000
Troy,"Government and Public Administration",42879.3333
Troy,"Health care",52000.0000
Troy,Law,146192.0000
Troy,Library,44000.0000
Troy,"Marketing, Advertising & PR",85000.0000
Troy,Recruitment,72000.0000
Truckee,"Government and Public Administration",57200.0000
Truckee,"Hospitality & Events",47000.0000
Trumbull,"Health care",38480.0000
Trumbull,"Media & Digital",62000.0000
Truro,"Accounting, Banking & Finance",25000.0000
Truro,"Media & Digital",46000.0000
Truro,"Property or Construction",101250.0000
Tualatin,"Education (Primary/Secondary)",73880.0000
Tualatin,"Engineering or Manufacturing",69133.3333
Tualatin,Retail,52000.0000
Tucker,Computing/Tech,500.0000
Tucker,"Utilities & Telecommunications",97000.0000
Tucson,"Accounting, Banking & Finance",120000.0000
Tucson,"Aerospace and Defense",98000.0000
Tucson,"Art & Design",59500.0000
Tucson,Biotech,125000.0000
Tucson,Computing/Tech,110666.6667
Tucson,"Education (Higher Education)",61196.6471
Tucson,"Education (Primary/Secondary)",57833.3333
Tucson,"Engineering or Manufacturing",105571.4286
Tucson,"Environmental Consulting",59000.0000
Tucson,"Health care",63530.0000
Tucson,"Hospitality & Events",32000.0000
Tucson,IT,123600.0000
Tucson,Law,101000.0000
Tucson,"Leisure, Sport & Tourism",56000.0000
tucson,"Marketing, Advertising & PR",60000.0000
Tucson,Nonprofits,51990.0000
Tucson,Sales,56500.0000
Tucson,"Social Work",40000.0000
Tucson,"Staffing agency",31200.0000
"Tucson ",Academic,63500.0000
"Tucson ","Education (Primary/Secondary)",49750.0000
"Tucson ","Engineering or Manufacturing",165000.0000
"Tucson ","Government and Public Administration",34000.0000
"Tucson ","Health care",68000.0000
"Tucson ",Insurance,50211.0000
Tukwila,"Health care",80000.0000
Tukwila,Recruitment,50668.0000
"Tullahoma ","Health care",95000.0000
Tulsa,"Accounting, Banking & Finance",66000.0000
Tulsa,"Art & Design",52000.0000
Tulsa,"Business or Consulting",70000.0000
Tulsa,Computing/Tech,116250.0000
Tulsa,"Education (Higher Education)",87000.0000
Tulsa,"Engineering or Manufacturing",136791.6667
Tulsa,"Health care",60826.6667
Tulsa,"Hospitality & Events",51000.0000
Tulsa,Insurance,79393.0000
Tulsa,Law,81030.0000
Tulsa,Nonprofits,35596.0000
Tulsa,"Oil and Gas",82000.0000
Tulsa,"Property or Construction",65000.0000
Tulsa,"Public Library",98500.0000
Tulsa,Sales,48000.0000
Tulsa,"Social Work",45584.5000
Tulsa,"Transport or Logistics",62000.0000
Tulsa,"Utilities & Telecommunications",150000.0000
"Tulsa ",Law,50000.0000
Tumwater,"Education (Higher Education)",35360.0000
Tumwater,"Government and Public Administration",68000.0000
Tumwater,"Social Work",55000.0000
"Tunbridge Wells","Business or Consulting",23000.0000
"Tunbridge Wells",Law,40000.0000
Tuolumne,Computing/Tech,40000.0000
Tupelo,"Accounting, Banking & Finance",82000.0000
Tupelo,"Engineering or Manufacturing",60000.0000
Tupelo,Nonprofits,42900.0000
"Tupelo ",Law,70000.0000
Turin,Computing/Tech,135000.0000
Turku,"Engineering or Manufacturing",46250.0000
Turku,"Transport or Logistics",26540.0000
Tuscaloosa,"Education (Higher Education)",31644.5000
Tuscaloosa,Library,42371.0000
"Tuscaloosa ","Education (Higher Education)",84000.0000
"Tuscaloosa ",Recruitment,31200.0000
Tustin,"Property or Construction",82500.0000
Tustin,Retail,35360.0000
"Tustin ","Property or Construction",58000.0000
"Twentynine Palms",Law,72800.0000
"Twin Cities","Accounting, Banking & Finance",56000.0000
"Twin Cities","Agriculture or Forestry",46800.0000
"Twin Cities",Computing/Tech,112000.0000
"Twin Cities","Education (Higher Education)",130000.0000
"Twin Cities","Engineering or Manufacturing",108.0000
"Twin Cities","Government and Public Administration",84000.0000
"Twin Cities","Health care",105000.0000
"Twin Cities",Insurance,90000.0000
"Twin Cities",Nonprofits,78000.0000
"Twin Cities",Retail,90000.0000
"Twin Cities",Sales,102445.0000
"Twin Cities Metro",Computing/Tech,96000.0000
"Twin Cities Metro",Law,65000.0000
"Twin Cities Metro","Media & Digital",84150.0000
"Twin Cities suburbs","Accounting, Banking & Finance",127000.0000
"Twin Cities suburbs ","B2B Services ",115000.0000
"Twin Falls","Accounting, Banking & Finance",53000.0000
"Twin Falls","Science ",76000.0000
Tyler,Computing/Tech,47761.0000
Tyler,"Government and Public Administration",73000.0000
Tyler,"Health care",55000.0000
Tyler,Insurance,95000.0000
Tyler,Nonprofits,43000.0000
"Tyler ",Insurance,60000.0000
Tysons,"Accounting, Banking & Finance",140000.0000
Tysons,"Government and Public Administration",43000.0000
Tysons,"Government Contractor",100000.0000
Tysons,"Utilities & Telecommunications",100000.0000
"Tysons Corner","Business or Consulting",70199.0000
"Tysons corner",Computing/Tech,104000.0000
"Tysons Corner","Government and Public Administration",120000.0000
Uckfield,Computing/Tech,86700.0000
Uedem,"Government and Public Administration",52000.0000
"Uintah ",Insurance,75000.0000
UK,"Accounting, Banking & Finance",38000.0000
UK,"Education (Higher Education)",40.0000
UK,"Health care",40900.0000
UK,"Property or Construction",60000.0000
"UK ","Education (Higher Education)",23067.0000
Ukiah,"Government and Public Administration",67000.0000
Ullin,"Education (Higher Education)",41000.0000
Ulm,"Education (Higher Education)",54000.0000
Ulm,"Media & Digital",65000.0000
Union,"Agriculture or Forestry",90000.0000
Union,Distribution,101000.0000
Union,"Engineering or Manufacturing",100825.0000
Union,"Government and Public Administration",120000.0000
Union,"Health care",38100.0000
Uniondale,"Education (Primary/Secondary)",128000.0000
"Universal City",Nonprofits,38000.0000
"Universal City ","Food Manufacturing",29000.0000
"University Park",Computing/Tech,90000.0000
Unknown,"Accounting, Banking & Finance",64980.2500
Unknown,"Agriculture or Forestry",120000.0000
Unknown,Analytics,30368.0000
Unknown,"Art & Design",37500.0000
Unknown,"Beauty Manufacturing & Education ",35360.0000
Unknown,"Business or Consulting",99400.0000
Unknown,Church,50000.0000
Unknown,Computing/Tech,99352.0000
Unknown,"Database subscription services",100000.0000
Unknown,"Education (Higher Education)",63806.2152
Unknown,"Education (Primary/Secondary)",61326.0000
Unknown,"Engineering or Manufacturing",94188.8889
Unknown,Entertainment,28000.0000
Unknown,"Environmental Consulting",83000.0000
Unknown,"Government and Public Administration",64466.8378
Unknown,"Government Contractor",100000.0000
Unknown,"Health care",96314.7778
Unknown,"Hospitality & Events",71666.6667
Unknown,Insurance,84285.7143
Unknown,"International Organisation",170000.0000
Unknown,IT,70700.0000
Unknown,Law,87972.7273
Unknown,"Law Enforcement & Security",72612.0000
Unknown,"Legal services",18500.0000
Unknown,Library,54351.2500
Unknown,"Life Science",111000.0000
Unknown,Manufacturing,100000.0000
Unknown,"Marketing, Advertising & PR",52428.5714
Unknown,"Media & Digital",77153.1250
Unknown,Mining,86500.0000
Unknown,Ministry,59750.0000
Unknown,Nonprofits,58702.5405
Unknown,Pharmaceutical,115000.0000
Unknown,"Project Management",77625.0000
Unknown,"Property or Construction",37275.0000
Unknown,"Public Library",64685.7500
Unknown,Recruitment,68000.0000
Unknown,"Regulatory Affairs",70980.0000
Unknown,"Repair facility for heavy duty trucks",65000.0000
Unknown,Research,106000.0000
Unknown,"Research and Development",160000.0000
Unknown,Retail,46491.2500
Unknown,Rideshare,48000.0000
Unknown,Sales,85500.0000
Unknown,"Science  ",22000.0000
Unknown,"Social Work",53546.0000
Unknown,"Staffing agency",43500.0000
Unknown,"Transport or Logistics",58000.0000
Unknown,Unknown,58000.0000
Unknown,"Utilities & Telecommunications",66157.6000
"Unknown ","Accounting, Banking & Finance",77666.6667
"Unknown ","Art & Design",26775.0000
"Unknown ","Government and Public Administration",54000.0000
"Unknown ","Health care",126750.0000
"Unknown ","Marketing, Advertising & PR",145000.0000
"Unknown ","Media & Digital",44000.0000
"Unknown ",Nonprofits,30000.0000
"Unknown ",Recruitment,95000.0000
"Unknown ",Retail,34320.0000
"Upper Hutt",Computing/Tech,60000.0000
"Upper Marlboro","Education (Primary/Secondary)",67190.0000
"Upper Marlboro",Nonprofits,68000.0000
"Upper Penninsula","Education (Primary/Secondary)",48000.0000
"Upper Valley",Computing/Tech,70000.0000
"Upper valley",Entertainment,90000.0000
Uppsala,"Government and Public Administration",49089.0000
"Upstate New York","Education (Higher Education)",50300.0000
"Upstate New York","Health care",109600.0000
"Upstate New York",Law,92000.0000
"Upstate New York",Nonprofits,57875.0000
"Upstate region","Education (Higher Education)",155000.0000
Urbana,"Education (Higher Education)",66970.0000
Urbana,"Government and Public Administration",40251.0000
USA,"Government and Public Administration",82000.0000
USA,Sales,140000.0000
Utah,Insurance,39975.0000
"Utah ","Health care",80000.0000
"Utah County","Accounting, Banking & Finance",120000.0000
"Utah County","Education (Higher Education)",64000.0000
Utica,"Engineering or Manufacturing",66000.0000
Utica,"Food Manufacturing",65000.0000
Utica,Insurance,41800.0000
Utica,Sales,39000.0000
"Utica ","Education (Primary/Secondary)",57000.0000
Utrecht,"Business or Consulting",57098.0000
Utrecht,Computing/Tech,49500.0000
Utrecht,"Education (Higher Education)",60000.0000
Utrecht,"Engineering or Manufacturing",46400.0000
Utrecht,"Government and Public Administration",60000.0000
Utrecht,"Leisure, Sport & Tourism",21912.0000
Utrecht,Nonprofits,74000.0000
Uusimaa,"Government and Public Administration",45000.0000
Uxbridge,"Property or Construction",62000.0000
"Vacaville ","Education (Primary/Secondary)",60000.0000
"Vacaville ","Health care",110000.0000
Vail,"Biomedical Research",82000.0000
Vail,"Education (Primary/Secondary)",80000.0000
Valdosta,"Engineering or Manufacturing",33000.0000
Valdosta,Manufacturing,65000.0000
Valencia,"Art & Design",21000.0000
Valencia,Computing/Tech,160000.0000
Valencia,Entertainment,31000.0000
Vallejo,"Hospitality & Events",110000.0000
Vallejo,Nonprofits,53560.0000
"Valletta ",Computing/Tech,42000.0000
Valparaiso,Recruitment,60000.0000
"Valparaiso ","Accounting, Banking & Finance",170000.0000
"Valparaiso ",Computing/Tech,82000.0000
Vancouver,"Accounting, Banking & Finance",81394.1176
Vancouver,"Art & Design",92224.0000
Vancouver,Beauty,85000.0000
Vancouver,"Business or Consulting",62184.3636
Vancouver,Computing/Tech,104786.7209
vancouver,Construction,62000.0000
Vancouver,"Education (Higher Education)",83991.6563
Vancouver,"Education (Primary/Secondary)",81625.0000
Vancouver,"Engineering or Manufacturing",93599.2857
Vancouver,Entertainment,68750.0000
Vancouver,Environmental,45000.0000
Vancouver,"Government and Public Administration",72709.6667
Vancouver,"Health care",82197.0000
vancouver,"Hospitality & Events",48500.0000
Vancouver,Insurance,120000.0000
